English,Myanmar
soles,ဘဝါး
determines,ဆုံးဖြတ်သည်။
nylon,နိုင်လွန်
snug,အဆင်ပြေ
valentin,ချစ်သူများနေ့
collaborate,ပူးပေါင်းပါ။
clothed,ဝတ်တယ်။
uproar,ရုတ်ရုတ်သဲသဲ
avail,မခိုင်
gentry,လူကြီးမင်း
defied,ကြိမ်း
parkinson,ပါကင်ဆန်
prune,ဆီးသီး
hem,ချောင်းဟန့်သံ
ellison,အယ်လီဆန်
hide-and-seek,ပုန်းအောင်းရှာသည်။
lawfully,တရားဝင်
tumors,အကျိတ်
hots,ပူတယ်။
cade,သင်တန်းကျောင်း
mimic,အတုခိုး
gordo,ဂေါ်ဒို
thoughtless,အတွေးမရှိသော
thrice,သုံးကြိမ်
schoolboy,ကျောင်းသူလေး
dusting,ဖုန်မှုန့်
tabloids,တက်ဘွိုင်းများ
mermaids,ရေသူမ
residual,ကျန်နေတဲ့
sancho,ဆန်ချို
striped,အစင်း
blisters,အရည်ကြည်ဖုများ
aftermath,နောက်ဆက်တွဲ
stems,ဖွဲ
inhaler,ရှူဆေး
reinforce,အားဖြည့်
qualifies,အရည်အချင်းပြည့်မီသည်။
lube,ချောဆီ
provoking,နှိုးဆော်သည်။
continuum,သန္တာန်
guan,ဂွမ်
observant,လေ့လာသူ
peng,ပင်း
peppermint,ငရုတ်ကောင်း
fused,ပေါင်းစပ်ထားသည်။
dukes,မြို့စား
measurement,တိုင်းတာခြင်း။
prima,ပရီမာ
sergey,ဆာဂျီ
of,၏
authenticity,စစ်မှန်မှု
swagger,ရင်ကော့ပါ။
soundtrack,တေးသွား
taipei,ထိုင်ပေ
ensemble,အဖွဲ့
tantrum,ဝုန်းဒိုင်းကြဲ
motivate,လှုံ့ဆော်
annihilate,ချေမှုန်းပါ။
signore,လက်မှတ်ထိုး
disrupted,အနှောင့်အယှက်
divorcing,ကွာရှင်းခြင်း။
medics,ဆေးဝါးများ
confided,ရင်ဖွင့်သည်။
brandi,ဘရန်ဒီ
wreath,ပန်းကုံး
maui,မွေ
up.,တက်
bale,ဘေထုပ်
clergy,ဘုန်းကြီး
bieber,ဘီဘာ
retaliate,လက်တုံ့ပြန်ပါ။
genome,ဂျီနိုအာ
vacancy,လစ်လပ်
why,ဘာကြောင့်လဲ။
tranquilizer,စိတ်ငြိမ်ဆေး
diligence,လုံ့လဝီရိယ
loops,ကွင်း
neela,နီလာ
impertinent,မဆိုင်ပါဘူး။
hwan,ဟွမ်
advancement,တိုးတက်မှု
armpit,ချိုင်း
districts,ခရိုင်များ
specializes,အထူးပြုသည်။
chong,ချုံ
combing,ဖြီးသည်။
self-control,မိမိကိုယ်အားထိန်းချုပ်ခြင်း
revised,ပြန်လည်ပြင်ဆင်ထားသည်။
compulsion,အတင်းအကြပ်
bran,ဖွဲနု
buoy,ဗော်ယာ
criticized,ဝေဖန်သည်။
adversity,ဒုက္ခ
beneficiary,အကျိုးခံစားခွင့်
punjabi,ပန်ချာပီ
openings,အဖွင့်များ
graphics,ဂရပ်ဖစ်
huntsmen,မုဆိုးများ
ozone,အိုဇုန်း
interpreted,ဘာသာပြန်ဆိုသည်။
incomprehensible,နားမလည်နိုင်
lenient,သက်ညှာသော
perky,ထူးထူးခြားခြား
herod,ဟေရုဒ်
unavoidable,ရှောင်လွှဲ၍မရပါ။
retract,ပြန်ရုပ်သိမ်း
flowed,စီးဆင်းခဲ့သည်။
compression,ချုံ့
doña,ဒိုနာ
demolish,ဖြိုချ
prodigal,ဖြုန်းတီးသော
generously,ရက်ရက်ရောရော
anonymously,အမည်မသိ
crocker,ဖဲချပ်
amid,ကြားထဲက
youths,လူငယ်တွေ
dispense,ဆေးပေးသည်။
roe,သမင်မ
occupational,လုပ်ငန်းခွင်
roxie,ရော့ဇီ
loudspeaker,အသံချဲ့စက်
mm.,မီလီမီတာ
torched,မီးရှို့
stardate,ကြယ်ပွင့်
yawn,သမ်း
reiko,ရီကို
milkman,နို့တိုက်သူ
dal,ဒယ်လ်
hillside,တောင်စောင်း
transcripts,စာသားမှတ်တမ်းများ
prevention,ကာကွယ်ရေး
tout,ရွှေကြို
toenails,ခြေသည်း
imaginative,စိတ်ကူးယဉ်
heretic,တိတ္ထိ
hives,အင်ပျဉ်
repression,ဖိနှိပ်မှု
arithmetic,ဂဏန်းသင်္ချာ
dramas,ဒရာမာများ
subsequently,နောက်ဆက်တွဲ
renewal,သက်တမ်းတိုးခြင်း။
y-yes,y-ဟုတ်တယ်
são,ဆော
shocker,ထိတ်လန့်စရာ
spectacles,မျက်မှန်
interval,ကြားကာလ
quickie,အမြန်
proceeded,ဆက်တယ်။
performs,လုပ်ဆောင်သည်။
mooney,လသား
geology,ဘူမိဗေဒ
withdrawing,ရုပ်သိမ်းခြင်း။
thi,သီ
sinus,အကှေ့
kennel,ခွေးဂေဟာ
six-pack,ခြောက်ထုပ်
millennia,ထောင်စုနှစ်
subscription,စာရင်းသွင်းခြင်း။
warlord,စစ်ဘုရင်
governors,အုပ်ချုပ်ရေးမှူးများ
unintelligible,လုံးထွေး
dag,ဒိုင်း
people-,လူတွေ-
gaia,ဂါယာ
wha-,ဘာ-
withheld,သိမ်းဆည်းထားသည်။
involuntary,ဆန္ဒအလျောက်
reciting,ရွတ်ဆိုခြင်း။
massacred,လူသတ်ပွဲ
rosetta,နှင်းဆီနီ
boa,ဘိုအာ
oils,ဆီများ
pelt,ခွံ
brittle,ကြွပ်ဆတ်
unprepared,ပြင်ဆင်မထားပါ။
willingness,လိုလိုလားလား
cutters,ဖြတ်
coarse,ကြမ်းသည်။
frieda,အကြော်
mala,မာလာ
portrayed,ပုံဖော်ထားသည်။
contemplating,ဆင်ခြင်ခြင်း။
tricia,ထရစ်ရှာ
scrubs,ပွတ်တိုက်ခြင်း။
bebe,ဘီဘီ
defeats,ရှုံးတယ်။
hollering,ဟောဟဲ
simmer,ဆူအောင်တည်ပါ။
valencia,ဗလင်စီယာ
annihilation,ပျက်ဆီးခြင်း
textbooks,ပြဋ္ဌာန်းစာအုပ်များ
filipino,ဖိလစ်ပိုင်
filmmakers,ရုပ်ရှင်ရိုက်ကူးသူများ
ps,ဆာ
lyons,လီယွန်
facade,မျက်နှာစာ
conserve,ထိန်းသိမ်း
stepdad,ပထွေး
khanna,ခန္နာ
divulge,ခပ်ပေါ့ပေါ့
ravens,ကျီး
wiley,ဝီလီ
weirdos,ထူးထူးဆန်းဆန်းများ
quartet,လေးပုံတစ်ပုံ
kick-ass,ကစ်အက်စ်
could-,နိုင်-
conferences,ညီလာခံများ
dusted,ဖုန်မှုန့်
them-,သူတို့-
silicone,ဆီလီကွန်
clocked,နာရီပတ်ထားသည်။
breathless,အသက်ရှူမဝ
smacking,ရိုက်ပုတ်ခြင်း။
mantra,မန္တန်
vests,အင်္ကျီ
joseon,ဂျိုဆွန်
motherhood,မိခင်ဖြစ်ခြင်း။
decor,ပုံစံမျိုး
perch,ငါးပြေမ
cherie,ချယ်ရီ
secluded,ချောင်
smother,မွှန်း
check-up,ဆေးစစ်ခြင်း
patronize,ပံ့ပိုးပေးပါ။
mower,ရိတ်စက်
pediatrician,ကလေးအထူးကု
bridesmaids,သတို့သမီးအရံ
jehovah,ယေဟောဝါ
dem,ဒမ်
informants,သတင်းပေးသူများ
thunk,ကျေးဇူး
tract,ဝေစာ
pliers,ပလာယာ
harming,ထိခိုက်မှု
coca-cola,ကိုကာကိုလာ
anti,ဆန့်ကျင်သည်။
reinstated,ပြန်လည်ပေးအပ်ခဲ့သည်။
gland,ဂလင်း
stricken,ဒဏ်ခတ်
dials,ဒိုင်ခွက်များ
exes,exe များ
s-that,s- အဲဒါ
disputes,အငြင်းပွားမှုများ
dizziness,မူးဝေခြင်း။
knowingly,သိလျက်နှင့်
newcastle,နယူးကာဆယ်
groves,တောအုပ်များ
stalag,အညှာ
festivals,ပွဲတော်များ
grudges,အာဃာတများ
blabbering,ပုတ်ခတ်ပြောဆိုခြင်း။
plural,အများကိန်း
connell,ကွန်နဲလ်
curriculum,သင်ရိုးညွှန်းတမ်း
firehouse,မီးအိမ်
13-year-old,၁၃ နှစ်သား
coo,ကူ
clerks,စာရေး
savvy,နားလည်သော
chopin,ခုတ်ထစ်
rebekah,ရေဗက္က
dictated,ထောက်ပံ့သည်။
siding,ဘေးထွက်
dios,ဒိုင်အိုများ
peking,ပီကင်း
valor,သတ္တိ
dahlia,ဒေလီယာ
affordable,တတ်နိုင်ပါတယ်။
scrawny,မျက်ဝါးထင်ထင်
disorderly,ဗရပွ
unattractive,ဆွဲဆောင်မှုမရှိ
eulogy,ချီးမြှောက်ခြင်း
marlow,ခြင်ဆီ
felonies,ရာဇ၀တ်မှုများ
gingerbread,ဂျင်းပေါင်မုန့်
gent,လူကြီး
misdemeanor,ရာဇ၀တ်မှု
spaniard,ပိန်ဆေး
flagged,အလံပြထားသည်။
optimist,အကောင်းမြင်ဝါဒီ
mori,မိုရီ
commons,ဘုံ
waitresses,စားပွဲထိုးများ
wanders,လှည့်လည်
crammed,မြောင်
baby-sit,ကလေးထိုင်
cayman,ကေမန်
accommodations,နေရာထိုင်ခင်း
possessive,အပိုင်
want-,လိုချင်-
shutdown,အပြီးပိတ်လိုက်သည်
compressed,ချုံ့
czechoslovakia,အဲဒီနေ့က
geologist,ဘူမိဗေဒပညာရှင်
crossbow,တံကောက်
aspiring,အမြတ်ကြီးစား
autism,အော်တစ်ဇင်
commandment,အမိန့်
fateful,ကံကြမ္မာ
rooftops,ခေါင်မိုးများ
leningrad,လီနင်ဂရက်
lexington,လက်ဆင်တန်
archers,လေးသမား
cremation,မီးသင်္ဂြိုဟ်ခြင်း။
petroleum,ရေနံ
1930s,၁၉၃၀ ခုနှစ်များ
diem,သေဆုံး
blooms,ပွင့်သည်။
dysfunctional,အလုပ်မလုပ်သော
picturing,ပုံရိုက်ခြင်း။
purchases,ဝယ်ယူမှုများ
pulses,ပဲမျိုးစုံ
make-believe,ဟန်ဆောင်သည်
devin,နတ်
barbershop,ဆံသဆိုင်
condone,ခွင့်လွှတ်ပါ။
excitedly,စိတ်လှုပ်ရှားစွာ
antarctic,အန္တာတိတ်
